Birth Date (Medallists.Csv),Code (Medallists.Csv),Country (Medallists.Csv),Country Code (Medallists.Csv),Discipline,Event,Gender (Medallists.Csv),Medal Code,Medal Date,Medal Type,Name (Medallists.Csv),Number of Female Medallists,Number of Male Medallists
06-May-02,1900682,France,FRA,Football,Men,Male,2,,Silver ,LOCKO Bradley,0,1
15-May-02,1900690,France,FRA,Football,Men,Male,2,,Silver ,MATSIMA Chrislain,0,1
16-May-02,1900709,France,FRA,Football,Men,Male,2,,Silver ,SILDILLIA Kiliann,0,1
17-Jul-02,1900694,France,FRA,Football,Men,Male,2,,Silver ,MILLOT Enzo,0,1
22-Oct-02,1900680,France,FRA,Football,Men,Male,2,,Silver ,LEPENANT Johann,0,1
17-Dec-02,1900683,France,FRA,Football,Men,Male,2,,Silver ,LUKEBA Castello,0,1
07-Feb-03,1900695,France,FRA,Football,Men,Male,2,,Silver ,NKAMBADIO Obed,0,1
17-May-03,1900651,France,FRA,Football,Men,Male,2,,Silver ,DIOUF Andy,0,1
17-Aug-03,1900641,France,FRA,Football,Men,Male,2,,Silver ,CHERKI Rayan,0,1
08-Oct-03,1900684,France,FRA,Football,Men,Male,2,,Silver ,MAGASSA Soungoutou,0,1
11-Mar-05,1900702,France,FRA,Football,Men,Male,2,,Silver ,RESTES Guillaume,0,1
03-Jun-05,1900653,France,FRA,Football,Men,Male,2,,Silver ,DOUE Desire,0,1
10-Jul-89,1899185,Germany,GER,Handball,Men,Male,2,,Silver ,HAEFNER Kai,0,1
18-Jan-90,1899246,Germany,GER,Handball,Men,Male,2,,Silver ,STEINERT Christoph,0,1
04-Aug-90,1899247,Germany,GER,Handball,Men,Male,2,,Silver ,HORNKE Tim,0,1
03-Mar-91,1899193,Germany,GER,Handball,Men,Male,2,,Silver ,WOLFF Andreas,0,1
10-Apr-93,1899181,Germany,GER,Handball,Men,Male,2,,Silver ,DAHMKE Rune,0,1
19-Jul-95,1899187,Germany,GER,Handball,Men,Male,2,,Silver ,KOHLBACHER Jannik,0,1
22-Mar-96,1899252,Germany,GER,Handball,Men,Male,2,,Silver ,MERTENS Lukas,0,1
05-Nov-97,1899239,Germany,GER,Handball,Men,Male,2,,Silver ,GOLLA Johannes,0,1
01-Mar-98,1899206,Germany,GER,Handball,Men,Male,2,,Silver ,HEYMANN Sebastian,0,1
03-Apr-99,1899226,Germany,GER,Handball,Men,Male,2,,Silver ,WITZKE Luca,0,1
16-Mar-00,1899227,Germany,GER,Handball,Men,Male,2,,Silver ,KOESTER Julian,0,1
